player,position,c,d,lw,rw,start_year,start_age,years_played,retire_year,retire_age
Erik Gustafsson\gustaer01,D,0,1,0,0,2011,22,4,2014,25
Erik Gustafsson\gustaer02,D,0,1,0,0,2016,23,1,2016,23
Erik Haula\haulaer01,C,1,0,0,0,2014,22,4,2017,25
Erik Johnson\johnser01,D,0,1,0,0,2008,19,10,2017,28
Erik Karlsson\karlser01,D,0,1,0,0,2010,19,8,2017,26
Erik Rasmussen\rasmuer01,C,1,0,0,0,2006,28,2,2009,29
Erik Reitz\reitzer01,D,0,1,0,0,2006,23,4,2009,26
Erik Westrum\westrer01,C,1,0,0,0,2006,26,2,2009,27
Esa Lindell\lindees01,D,0,1,0,0,2016,21,2,2017,22
Ethan Moreau\moreaet01,LW,0,0,1,0,2006,30,7,2012,36
Evan Brophey\brophev01,C,1,0,0,0,2011,24,2,2012,25
Evan McEneny\mceneev01,D,0,1,0,0,2017,22,1,2017,22
Evan Oberg\obergev01,D,0,1,0,0,2010,21,3,2012,23
Evan Rodrigues\rodriev01,C,1,0,0,0,2016,22,2,2017,23
Evander Kane\kaneev01,C,1,0,0,0,2010,18,8,2017,25
Evgeni Dadonov\dadonev01,RW,0,0,0,1,2010,20,3,2012,22
Evgeni Malkin\malkiev01,C,1,0,0,0,2007,20,11,2017,30
Evgeny Artyukhin\artyuev01,RW,0,0,0,1,2006,22,5,2010,26
Evgeny Grachev\grachev01,C,1,0,0,0,2011,20,2,2012,21
Evgeny Kuznetsov\kuzneev01,C,1,0,0,0,2014,21,4,2017,24
Evgeny Medvedev\medveev01,D,0,1,0,0,2016,33,1,2016,33
Evgeny Svechnikov\svechev01,RW,0,0,0,1,2017,20,1,2017,20
Fabian Brunnstrom\brunnfa01,LW,0,0,1,0,2009,23,4,2012,26
Fedor Fedorov\fedorfe01,RW,0,0,0,1,2006,24,1,2006,24
Fedor Tyutin\tyutife01,D,0,1,0,0,2006,22,12,2017,33
Fernando Pisani\pisanfe01,C,1,0,0,0,2006,29,6,2011,34
Filip Forsberg\forsbfi01,C,1,0,0,0,2013,18,5,2017,22
Filip Kuba\kubafi01,D,0,1,0,0,2006,29,8,2013,36
Filip Novak\novakfi01,D,0,1,0,0,2006,23,2,2009,24
Francis Bouillon\bouilfr01,D,0,1,0,0,2006,30,9,2014,38
Francis Lessard\lessafr01,D,0,1,0,0,2006,26,6,2011,31
Francis Wathier\wathifr01,LW,0,0,1,0,2010,25,4,2013,28
Francois Beauchemin\beaucfr01,D,0,1,0,0,2006,25,12,2017,36
Frank Corrado\corrafr01,D,0,1,0,0,2013,19,5,2017,23
Frank Vatrano\vatrafr01,C,1,0,0,0,2016,21,2,2017,22
Frans Nielsen\nielsfr01,C,1,0,0,0,2007,22,11,2017,32
Frantisek Kaberle\kaberfr01,D,0,1,0,0,2006,32,4,2009,35
Frazer McLaren\mclarfr01,LW,0,0,1,0,2010,22,5,2014,26
Freddie Hamilton\hamilfr01,C,1,0,0,0,2014,22,4,2017,25
Freddy Meyer\meyerfr01,D,0,1,0,0,2006,25,6,2011,30
Frederick Gaudreau\gaudrfr01,C,1,0,0,0,2017,23,1,2017,23
Frederik Gauthier\gauthfr01,C,1,0,0,0,2016,20,2,2017,21
Fredrik Claesson\claesfr01,D,0,1,0,0,2016,23,2,2017,24
Fredrik Modin\modinfr01,LW,0,0,1,0,2006,31,6,2011,36
Fredrik Sjostrom\sjostfr01,RW,0,0,0,1,2006,22,6,2011,27
Frédéric St. Denis\stdenfr01,D,0,1,0,0,2012,26,4,2015,29
Gabe Gauthier\gauthga01,LW,0,0,1,0,2007,23,2,2009,24
Gabriel Bourque\bourqga01,LW,0,0,1,0,2012,21,6,2017,26
Gabriel Carlsson\carlsga01,D,0,1,0,0,2017,20,1,2017,20
Gabriel Dumont\dumonga01,C,1,0,0,0,2012,21,6,2017,26
Gabriel Landeskog\landega01,LW,0,0,1,0,2012,19,6,2017,24
Garnet Exelby\exelbga01,D,0,1,0,0,2006,24,5,2010,28
Garnet Hathaway\hathaga01,RW,0,0,0,1,2016,24,2,2017,25
Garrett Mitchell\mitchga01,RW,0,0,0,1,2017,25,1,2017,25
Garrett Stafford\staffga01,D,0,1,0,0,2008,28,4,2011,31
Garrett Wilson\wilsoga01,LW,0,0,1,0,2014,22,3,2016,24
Garth Murray\murraga01,C,1,0,0,0,2006,23,4,2009,26
Gary Roberts\roberga01,LW,0,0,1,0,2006,39,4,2009,42
Gemel Smith\smithge02,C,1,0,0,0,2017,22,1,2017,22
Geoff Kinrade\kinrage01,D,0,1,0,0,2009,23,1,2009,23
Geoff Platt\plattge01,C,1,0,0,0,2006,20,3,2009,22
Geoff Sanderson\sandege01,LW,0,0,1,0,2006,33,3,2009,35
George Parros\parroge01,RW,0,0,0,1,2006,26,9,2014,34
Georges Laraque\laraqge01,RW,0,0,0,1,2006,29,5,2010,33
Gilbert Brule\brulegi01,C,1,0,0,0,2006,19,9,2014,27
Glen Metropolit\metrogl01,C,1,0,0,0,2007,32,4,2010,35
Glen Murray\murragl01,RW,0,0,0,1,2006,33,3,2009,35
Glen Wesley\weslegl01,D,0,1,0,0,2006,37,3,2009,39
Graham Mink\minkgr01,C,1,0,0,0,2006,26,4,2009,29
Grant Clitsome\clitsgr01,D,0,1,0,0,2010,24,6,2015,29
Grant Lewis\lewisgr01,D,0,1,0,0,2009,24,1,2009,24
Grant Marshall\marshgr01,RW,0,0,0,1,2006,32,1,2006,32
Grant Stevenson\stevegr01,C,1,0,0,0,2006,24,1,2006,24
Greg Jacina\jacingr01,C,1,0,0,0,2006,23,2,2009,24
Greg Johnson\johnsgr02,C,1,0,0,0,2006,34,1,2006,34
Greg Mauldin\mauldgr01,C,1,0,0,0,2010,27,2,2011,28
Greg McKegg\mckeggr01,C,1,0,0,0,2014,21,4,2017,24
Greg Moore\mooregr01,RW,0,0,0,1,2008,23,3,2010,25
Greg Nemisz\nemisgr01,C,1,0,0,0,2011,20,2,2012,21
Greg Pateryn\patergr01,D,0,1,0,0,2013,22,5,2017,26
Greg Rallo\rallogr01,C,1,0,0,0,2012,30,2,2013,31
Greg Stewart\stewagr01,LW,0,0,1,0,2008,21,3,2010,23
Greg Zanon\zanongr01,D,0,1,0,0,2006,25,8,2013,32
Greg de Vries\devrigr01,D,0,1,0,0,2006,33,4,2009,36
Gregory Campbell\campbgr01,C,1,0,0,0,2006,22,11,2016,32
Griffen Molino\molingr01,C,1,0,0,0,2017,23,1,2017,23
Griffin Reinhart\reinhgr01,D,0,1,0,0,2015,21,2,2016,22
Guillaume Desbiens\desbigu01,D,0,1,0,0,2010,24,3,2012,26
Guillaume Latendresse\latengu01,RW,0,0,0,1,2007,19,7,2013,25
Guillaume Lefebvre\lefebgu01,LW,0,0,1,0,2006,24,5,2010,28
Gustav Forsling\forslgu02,D,0,1,0,0,2017,20,1,2017,20
Gustav Nyquist\nyquigu01,C,1,0,0,0,2012,22,6,2017,27
Gustav Olofsson\olofsgu01,D,0,1,0,0,2016,21,2,2017,22
Hal Gill\gillha01,D,0,1,0,0,2006,30,9,2014,38
Hampus Lindholm\lindhha01,D,0,1,0,0,2014,20,4,2017,23
Harri Pesonen\pesonha01,C,1,0,0,0,2013,24,1,2013,24
Harry Zolnierczyk\zolniha01,LW,0,0,1,0,2012,24,6,2017,29
Henrik Samuelsson\samuehe01,C,1,0,0,0,2015,20,1,2015,20
Henrik Sedin\sedinhe01,C,1,0,0,0,2006,25,12,2017,36
Henrik Tallinder\tallihe01,D,0,1,0,0,2006,27,9,2014,35
Henrik Zetterberg\zettehe01,C,1,0,0,0,2006,25,12,2017,36
Hudson Fasching\faschhu01,RW,0,0,0,1,2016,20,2,2017,21
Hugh Jessiman\jessihu01,RW,0,0,0,1,2011,26,1,2011,26
Hunter Shinkaruk\shinkhu01,C,1,0,0,0,2016,21,2,2017,22
Ian Cole\coleia01,D,0,1,0,0,2011,21,7,2017,27
Ian Laperriere\laperia01,C,1,0,0,0,2006,32,5,2010,36
Ian McCoshen\mccosia01,D,0,1,0,0,2017,21,1,2017,21
Ian Moran\morania01,D,0,1,0,0,2006,33,2,2009,34
Ian White\whiteia01,D,0,1,0,0,2006,21,8,2013,28
Igor Ulanov\ulanoig01,D,0,1,0,0,2006,36,1,2006,36
Iiro Pakarinen\pakarii01,RW,0,0,0,1,2015,23,3,2017,25
Ilkka Heikkinen\heikkil01,D,0,1,0,0,2010,25,1,2010,25
Ilkka Pikkarainen\pikkail01,RW,0,0,0,1,2010,28,1,2010,28
Ilya Kovalchuk\kovalil01,LW,0,0,1,0,2006,22,8,2013,29
Ilya Zubov\zubovil01,C,1,0,0,0,2008,20,2,2009,21
Ivan Baranka\baraniv01,D,0,1,0,0,2008,22,1,2008,22
Ivan Barbashev\barbaiv01,C,1,0,0,0,2017,21,1,2017,21
Ivan Majesky\majesiv01,D,0,1,0,0,2006,29,1,2006,29
Ivan Provorov\provoiv01,D,0,1,0,0,2017,20,1,2017,20
Ivan Vishnevskiy\vishniv01,D,0,1,0,0,2009,20,2,2010,21
J.C. Lipon\liponj.01,RW,0,0,0,1,2016,22,1,2016,22
J.P. Dumont\dumonjp01,RW,0,0,0,1,2006,27,6,2011,32
J.P. Vigier\vigiejp01,RW,0,0,0,1,2006,29,2,2009,30
J.T. Brown\brownjt01,LW,0,0,1,0,2012,21,6,2017,26
J.T. Compher\comphj.01,LW,0,0,1,0,2017,21,1,2017,21
J.T. Miller\millejt01,C,1,0,0,0,2013,19,5,2017,23
J.T. Wyman\wymanja01,RW,0,0,0,1,2010,23,4,2013,26
Jaccob Slavin\slavija01,D,0,1,0,0,2016,21,2,2017,22
Jack Eichel\eicheja01,C,1,0,0,0,2016,19,2,2017,20
Jack Hillen\hilleja01,D,0,1,0,0,2008,22,8,2015,29
Jack Johnson\johnsja02,D,0,1,0,0,2007,20,11,2017,30
Jack Roslovic\rosloja01,C,1,0,0,0,2017,20,1,2017,20
Jack Skille\skillja01,RW,0,0,0,1,2008,20,10,2017,29
Jacob Josefson\josefja01,C,1,0,0,0,2011,19,7,2017,25
Jacob Larsson\larssja01,D,0,1,0,0,2017,19,1,2017,19
Jacob Trouba\troubja01,D,0,1,0,0,2014,19,4,2017,22
Jacob de La Rose\delarja01,LW,0,0,1,0,2015,19,3,2017,21
Jaden Schwartz\schwaja01,C,1,0,0,0,2012,19,6,2017,24
Jaime Sifers\siferja01,D,0,1,0,0,2009,26,2,2010,27
Jake Dotchin\dotchja01,D,0,1,0,0,2017,22,1,2017,22
Jake Dowell\dowelja01,C,1,0,0,0,2008,22,7,2014,28
Jake Gardiner\gardija01,D,0,1,0,0,2012,21,6,2017,26
Jake Guentzel\guentja01,C,1,0,0,0,2017,22,1,2017,22
Jake McCabe\mccabja01,D,0,1,0,0,2014,20,4,2017,23
Jake Muzzin\muzzija01,D,0,1,0,0,2011,21,7,2017,27
Jake Virtanen\virtaja01,RW,0,0,0,1,2016,19,2,2017,20
Jakob Chychrun\chychja01,D,0,1,0,0,2017,18,1,2017,18
Jakob Forsbacka Karlsson\forsbja01,C,1,0,0,0,2017,20,1,2017,20
Jakob Silfverberg\silfvja01,RW,0,0,0,1,2013,22,5,2017,26
Jakub Kindl\kindlja01,D,0,1,0,0,2010,22,8,2017,29
Jakub Klepis\klepija01,C,1,0,0,0,2006,21,2,2009,22
Jakub Nakladal\naklaja01,D,0,1,0,0,2016,28,2,2017,29
Jakub Petruzalek\petruja01,C,1,0,0,0,2009,23,1,2009,23
Jakub Voracek\voracja01,RW,0,0,0,1,2009,19,9,2017,27
Jakub Vrana\vranaja01,LW,0,0,1,0,2017,20,1,2017,20
Jamal Mayers\mayerja01,C,1,0,0,0,2006,31,8,2013,38
James Neal\nealja01,LW,0,0,1,0,2009,21,9,2017,29
James Sheppard\sheppja01,C,1,0,0,0,2008,19,8,2015,26
James Wisniewski\wisnija01,D,0,1,0,0,2006,21,11,2016,31
James Wright\wrighja02,C,1,0,0,0,2010,19,5,2014,23
James van Riemsdyk\vanrija01,LW,0,0,1,0,2010,20,8,2017,27
Jamie Allison\allisja01,D,0,1,0,0,2006,30,1,2006,30
Jamie Arniel\arnieja01,C,1,0,0,0,2011,21,1,2011,21
Jamie Benn\bennja01,C,1,0,0,0,2010,20,8,2017,27
Jamie Devane\devanja01,LW,0,0,1,0,2014,22,1,2014,22
Jamie Doornbosch\doornja01,D,0,1,0,0,2011,20,1,2011,20
Jamie Fraser\fraseja01,D,0,1,0,0,2009,23,1,2009,23
Jamie Fritsch\fritsja01,D,0,1,0,0,2009,23,1,2009,23
Jamie Heward\hewarja01,D,0,1,0,0,2006,34,4,2009,37
Jamie Hunt\huntja01,D,0,1,0,0,2007,22,1,2009,22
Jamie Langenbrunner\langeja01,RW,0,0,0,1,2006,30,8,2013,37
Jamie Lundmark\lundmja01,C,1,0,0,0,2006,25,5,2010,29
Jamie McBain\mcbaija02,D,0,1,0,0,2010,21,8,2017,28
Jamie McGinn\mcginja01,LW,0,0,1,0,2009,20,9,2017,28
Jamie Oleksiak\oleksja01,D,0,1,0,0,2013,20,5,2017,24
Jamie Pushor\pushoja01,D,0,1,0,0,2006,32,1,2006,32
Jamie Rivers\riverja01,D,0,1,0,0,2006,30,2,2009,31
Jamie Tardif\tardija01,RW,0,0,0,1,2013,28,1,2013,28
Jan Bulis\bulisja01,C,1,0,0,0,2006,27,2,2009,28
Jan Hejda\hejdaja01,D,0,1,0,0,2007,28,9,2015,36
Jan Hlavac\hlavaja01,LW,0,0,1,0,2008,31,1,2008,31
Jan Hrdina\hrdinja01,C,1,0,0,0,2006,29,1,2006,29
Jan Mursak\mursaja01,LW,0,0,1,0,2011,23,3,2013,25
Jani Rita\ritaja01,LW,0,0,1,0,2006,24,1,2006,24
Janis Sprukts\sprukja01,C,1,0,0,0,2007,25,3,2009,27
Janne Niinimaa\niinija01,D,0,1,0,0,2006,30,2,2009,31
Janne Niskala\niskaja01,D,0,1,0,0,2009,27,1,2009,27
Janne Pesonen\pesonja01,LW,0,0,1,0,2009,26,1,2009,26
Jannik Hansen\hanseja01,LW,0,0,1,0,2008,21,10,2017,30
Jared Boll\bollja01,RW,0,0,0,1,2008,21,10,2017,30
Jared Cowen\cowenja01,D,0,1,0,0,2010,19,7,2016,25
Jared McCann\mccanja01,C,1,0,0,0,2016,19,2,2017,20
Jared Ross\rossja01,C,1,0,0,0,2009,26,2,2010,27
Jared Spurgeon\spurgja01,D,0,1,0,0,2011,21,7,2017,27
Jared Staal\staalja01,RW,0,0,0,1,2013,22,1,2013,22
Jarkko Immonen\immonja01,C,1,0,0,0,2006,23,2,2009,24
Jarkko Ruutu\ruutuja01,LW,0,0,1,0,2006,30,6,2011,35
Jarod Palmer\palmeja01,RW,0,0,0,1,2012,25,1,2012,25
Jarome Iginla\iginlja01,RW,0,0,0,1,2006,28,12,2017,39
Jaromir Jagr\jagrja01,RW,0,0,0,1,2006,33,12,2017,44
Jaroslav Balastik\balasja01,LW,0,0,1,0,2006,26,2,2009,27
Jaroslav Hlinka\hlinkja01,LW,0,0,1,0,2008,31,1,2008,31
Jaroslav Modry\modryja01,D,0,1,0,0,2006,34,3,2009,36
Jaroslav Spacek\spaceja01,D,0,1,0,0,2006,31,7,2012,37
Jaroslav Svoboda\svoboja01,LW,0,0,1,0,2006,25,1,2006,25
Jarred Tinordi\tinorja01,D,0,1,0,0,2013,20,4,2016,23
Jarret Stoll\stollja01,C,1,0,0,0,2006,23,11,2016,33
Jason Akeson\akesoja01,C,1,0,0,0,2013,22,3,2015,24
Jason Allison\allisja02,C,1,0,0,0,2006,30,1,2006,30
Jason Arnott\arnotja01,C,1,0,0,0,2006,31,7,2012,37
Jason Blake\blakeja01,C,1,0,0,0,2006,32,7,2012,38
Jason Chimera\chimeja01,LW,0,0,1,0,2006,26,12,2017,37
Jason Demers\demerja01,D,0,1,0,0,2010,21,8,2017,28
Jason Dickinson\dickija01,C,1,0,0,0,2016,20,2,2017,21
Jason Garrison\garrija01,D,0,1,0,0,2009,24,9,2017,32
Jason Jaffray\jaffrja01,RW,0,0,0,1,2008,26,5,2012,30
Jason King\kingja01,RW,0,0,0,1,2008,26,1,2008,26
Jason Krog\krogja01,C,1,0,0,0,2007,31,3,2009,33
Jason Marshall\marshja02,D,0,1,0,0,2006,34,1,2006,34
Jason Morgan\morgaja01,C,1,0,0,0,2006,29,2,2009,30
Jason Pominville\pominja01,RW,0,0,0,1,2006,23,12,2017,34
Jason Ryznar\ryznaja01,LW,0,0,1,0,2006,22,1,2006,22
Jason Smith\smithja01,D,0,1,0,0,2006,32,4,2009,35
Jason Spezza\spezzja01,C,1,0,0,0,2006,22,12,2017,33
Jason Strudwick\strudja01,D,0,1,0,0,2006,30,6,2011,35
Jason Ward\wardja01,RW,0,0,0,1,2006,27,4,2009,30
Jason Wiemer\wiemeja01,LW,0,0,1,0,2006,29,1,2006,29
Jason Williams\willija01,C,1,0,0,0,2006,25,7,2012,31
Jason Woolley\woollja01,D,0,1,0,0,2006,36,1,2006,36
Jason York\yorkja01,D,0,1,0,0,2007,36,1,2009,36
Jason Zucker\zuckeja01,LW,0,0,1,0,2012,20,6,2017,25
Jassen Cullimore\cullija01,D,0,1,0,0,2006,33,6,2011,38
Jay Beagle\beaglja01,C,1,0,0,0,2009,23,9,2017,31
Jay Bouwmeester\bouwmja01,D,0,1,0,0,2006,22,12,2017,33
Jay Harrison\harrija01,D,0,1,0,0,2006,23,10,2015,32
Jay Leach\leachja02,D,0,1,0,0,2006,26,6,2011,31
Jay McClement\mccleja01,C,1,0,0,0,2006,22,12,2017,33
Jay McKee\mckeeja01,D,0,1,0,0,2006,28,5,2010,32
Jay Pandolfo\pandoja01,LW,0,0,1,0,2006,31,8,2013,38
Jay Rosehill\rosehja01,D,0,1,0,0,2010,24,5,2014,28
Jaycob Megna\megnaja02,D,0,1,0,0,2017,24,1,2017,24
Jayson Megna\megnaja01,C,1,0,0,0,2014,23,4,2017,26
Jean-Francois Jacques\jacquje01,LW,0,0,1,0,2006,20,7,2012,26
Jean-Gabriel Pageau\pageaje01,C,1,0,0,0,2013,20,5,2017,24
Jean-Philippe Cote\coteje01,D,0,1,0,0,2006,23,9,2014,31
Jean-Sebastien Dea\deaje01,C,1,0,0,0,2017,22,1,2017,22
Jed Ortmeyer\ortmeje01,RW,0,0,0,1,2006,27,7,2012,33
Jeff Carter\carteje01,C,1,0,0,0,2006,21,12,2017,32
Jeff Cowan\cowanje01,LW,0,0,1,0,2006,29,3,2009,31
Jeff Finger\fingeje01,D,0,1,0,0,2007,27,4,2010,30
Jeff Friesen\friesje01,LW,0,0,1,0,2006,29,2,2009,30
Jeff Giuliano\giulije01,LW,0,0,1,0,2006,26,3,2008,28
Jeff Halpern\halpeje01,C,1,0,0,0,2006,29,9,2014,37
Jeff Hamilton\hamilje01,C,1,0,0,0,2006,28,4,2009,31
Jeff Hoggan\hoggaje01,LW,0,0,1,0,2006,27,5,2010,31
Jeff Jillson\jillsje01,D,0,1,0,0,2006,25,1,2006,25
Jeff O'Neill\oneilje01,C,1,0,0,0,2006,29,2,2009,30
Jeff Penner\penneje01,D,0,1,0,0,2010,22,1,2010,22
Jeff Petry\petryje01,D,0,1,0,0,2011,23,7,2017,29
Jeff Schultz\schulje02,D,0,1,0,0,2007,20,10,2016,29
Jeff Skinner\skinnje01,LW,0,0,1,0,2011,18,7,2017,24
Jeff Taffe\taffeje01,C,1,0,0,0,2006,24,7,2012,30
Jeff Tambellini\tambeje01,LW,0,0,1,0,2006,21,6,2011,26
Jeff Woywitka\woywije01,D,0,1,0,0,2006,22,7,2012,28
Jere Lehtinen\lehtije01,RW,0,0,0,1,2006,32,5,2010,36
Jeremy Colliton\collije01,C,1,0,0,0,2006,21,6,2011,26
Jeremy Morin\morinje01,LW,0,0,1,0,2011,19,5,2015,23
Jeremy Reich\reichje01,C,1,0,0,0,2007,27,2,2009,28
Jeremy Roenick\roenije01,C,1,0,0,0,2006,36,4,2009,39
Jeremy Stevenson\steveje01,LW,0,0,1,0,2006,31,1,2006,31
Jeremy Welsh\welshje01,C,1,0,0,0,2012,23,5,2016,27
Jeremy Williams\willije01,C,1,0,0,0,2006,22,6,2011,27
Jerome Samson\samsoje01,RW,0,0,0,1,2010,22,3,2012,24
Jerred Smithson\smithje01,C,1,0,0,0,2006,26,9,2014,34
Jerry D'Amigo\damigje01,RW,0,0,0,1,2014,22,2,2015,23
Jesper Fast\fastje01,RW,0,0,0,1,2014,22,4,2017,25
Jesse Blacker\blackje01,D,0,1,0,0,2015,23,1,2015,23
Jesse Boulerice\bouleje01,RW,0,0,0,1,2006,27,4,2009,30
Jesse Joensuu\joensje01,LW,0,0,1,0,2009,21,7,2015,27
Jesse Puljujarvi\puljuje01,RW,0,0,0,1,2017,18,1,2017,18
Jesse Schultz\schulje01,RW,0,0,0,1,2007,24,1,2009,24
Jesse Winchester\winchje01,C,1,0,0,0,2008,24,7,2014,30
Jim Campbell\campbji01,RW,0,0,0,1,2006,32,1,2006,32
Jim Dowd\dowdji01,C,1,0,0,0,2006,37,3,2009,39
Jim Fahey\faheyji01,D,0,1,0,0,2006,26,2,2009,27
Jim O'Brien\obrieji01,C,1,0,0,0,2011,22,6,2016,27
Jim Slater\slateji01,C,1,0,0,0,2006,23,10,2015,32
Jim Vandermeer\vandeji01,D,0,1,0,0,2006,25,7,2012,31
Jimmy Hayes\hayesji01,RW,0,0,0,1,2012,22,6,2017,27
Jimmy Vesey\veseyji02,LW,0,0,1,0,2017,23,1,2017,23
Jiri Fischer\fischji01,D,0,1,0,0,2006,25,1,2006,25
Jiri Hudler\hudleji01,C,1,0,0,0,2006,22,12,2017,33
Jiri Novotny\novotji01,C,1,0,0,0,2006,22,4,2009,25
Jiri Sekac\sekacji01,LW,0,0,1,0,2015,22,2,2016,23
Jiri Slegr\slegrji01,D,0,1,0,0,2006,34,1,2006,34
Jiri Tlusty\tlustji01,C,1,0,0,0,2008,19,9,2016,27
Joakim Andersson\anderjo03,C,1,0,0,0,2012,22,5,2016,26
Joakim Lindstrom\lindsjo01,C,1,0,0,0,2006,22,10,2015,31
Joakim Nordstrom\nordsjo02,C,1,0,0,0,2014,21,4,2017,24
Jochen Hecht\hechtjo01,C,1,0,0,0,2006,28,8,2013,35
Jody Shelley\shelljo01,LW,0,0,1,0,2006,29,8,2013,36
Joe Callahan\callajo02,D,0,1,0,0,2009,26,3,2011,28
Joe Colborne\colbojo01,C,1,0,0,0,2011,21,7,2017,27
Joe Corvo\corvojo01,D,0,1,0,0,2006,28,9,2014,36
Joe DiPenta\dipenjo01,D,0,1,0,0,2006,26,3,2009,28
Joe Finley\finlejo01,D,0,1,0,0,2012,24,2,2013,25
Joe Jensen\jensejo01,C,1,0,0,0,2008,24,1,2008,24
Joe Motzko\motzkjo01,LW,0,0,1,0,2006,25,4,2009,28
Joe Nieuwendyk*\nieuwjo01,C,1,0,0,0,2006,39,2,2009,40
Joe Pavelski\paveljo01,C,1,0,0,0,2007,22,11,2017,32
Joe Piskula\piskujo01,D,0,1,0,0,2007,22,9,2015,30
Joe Sakic*\sakicjo01,C,1,0,0,0,2006,36,4,2009,39
Joe Thornton\thornjo01,C,1,0,0,0,2006,26,12,2017,37
Joe Vitale\vitaljo01,C,1,0,0,0,2011,25,6,2016,30
Joe Whitney\whitnjo01,RW,0,0,0,1,2014,25,2,2015,26
Joel Armia\armiajo01,RW,0,0,0,1,2015,21,3,2017,23
Joel Bouchard\bouchjo01,D,0,1,0,0,2006,32,1,2006,32
Joel Edmundson\edmunjo01,D,0,1,0,0,2016,22,2,2017,23
Joel Eriksson Ek\eriksjo02,LW,0,0,1,0,2017,20,1,2017,20
Joel Hanley\hanlejo01,D,0,1,0,0,2016,24,2,2017,25
Joel Kwiatkowski\kwiatjo01,D,0,1,0,0,2006,28,3,2009,30
Joel Lundqvist\lundqjo01,C,1,0,0,0,2007,24,3,2009,26
Joel Perrault\perrajo01,C,1,0,0,0,2006,22,6,2011,27
Joel Rechlicz\rechljo01,RW,0,0,0,1,2009,21,4,2012,24
Joel Vermin\vermijo01,RW,0,0,0,1,2016,23,2,2017,24
Joel Ward\wardjo02,RW,0,0,0,1,2007,26,11,2017,36
Joey Crabb\crabbjo01,RW,0,0,0,1,2009,25,6,2014,30
Joey Hishon\hishojo01,C,1,0,0,0,2015,23,1,2015,23
Joey Mormina\mormijo01,D,0,1,0,0,2008,25,1,2008,25
Joey Tenute\tenutjo01,C,1,0,0,0,2006,22,1,2006,22
Joffrey Lupul\lupuljo01,C,1,0,0,0,2006,22,11,2016,32
Johan Franzen\franzjo01,C,1,0,0,0,2006,26,11,2016,36
Johan Harju\harjujo01,LW,0,0,1,0,2011,24,1,2011,24
Johan Larsson\larssjo02,C,1,0,0,0,2013,20,5,2017,24
Johan Motin\motinjo01,D,0,1,0,0,2010,20,1,2010,20
Johan Sundstrom\sundsjo01,C,1,0,0,0,2014,21,1,2014,21
John Albert\alberjo01,C,1,0,0,0,2014,25,1,2014,25
John Carlson\carlsjo01,D,0,1,0,0,2010,20,8,2017,27
John Erskine\erskijo01,D,0,1,0,0,2006,25,9,2014,33
John Hayden\haydejo01,LW,0,0,1,0,2017,21,1,2017,21
John Klingberg\klingjo01,D,0,1,0,0,2015,22,3,2017,24
John LeClair\leclajo01,LW,0,0,1,0,2006,36,2,2009,37
John Madden\maddejo01,C,1,0,0,0,2006,32,7,2012,38
John McCarthy\mccarjo01,C,1,0,0,0,2010,23,7,2016,29
John McFarland\mcfarjo01,LW,0,0,1,0,2016,23,1,2016,23
John Mitchell\mitchjo01,C,1,0,0,0,2009,24,9,2017,32
John Moore\moorejo01,D,0,1,0,0,2011,20,7,2017,26
John Negrin\negrijo01,D,0,1,0,0,2009,19,1,2009,19
John Persson\perssjo01,LW,0,0,1,0,2014,21,1,2014,21
John Pohl\pohljo01,C,1,0,0,0,2006,26,3,2009,28
John Quenneville\quennjo02,C,1,0,0,0,2017,20,1,2017,20
John Ramage\ramagjo01,D,0,1,0,0,2015,23,2,2016,24
John Scott\scottjo01,D,0,1,0,0,2009,26,8,2016,33
John Tavares\tavarjo01,C,1,0,0,0,2010,19,8,2017,26
John Zeiler\zeilejo01,RW,0,0,0,1,2007,24,5,2011,28
John-Michael Liles\lilesjo01,D,0,1,0,0,2006,25,12,2017,36
Johnny Boychuk\boychjo01,D,0,1,0,0,2008,24,10,2017,33
Johnny Gaudreau\gaudrjo01,LW,0,0,1,0,2014,20,4,2017,23
Johnny Oduya\oduyajo01,D,0,1,0,0,2007,25,11,2017,35
Jon DiSalvatore\disaljo01,LW,0,0,1,0,2006,24,7,2012,30
Jon Kalinski\kalinjo01,C,1,0,0,0,2009,21,2,2010,22
Jon Klemm\klemmjo01,D,0,1,0,0,2006,36,3,2009,38
Jon Marchessault\audymjo01,C,1,0,0,0,2013,22,5,2017,26
Jon Matsumoto\matsujo01,C,1,0,0,0,2011,24,2,2012,25
Jon Rheault\rheaujo01,RW,0,0,0,1,2013,26,1,2013,26
Jon Sim\simjo01,LW,0,0,1,0,2006,28,6,2011,33
Jonas Andersson\anderjo02,RW,0,0,0,1,2011,29,1,2011,29
Jonas Brodin\brodijo01,D,0,1,0,0,2013,19,5,2017,23
Jonas Frogren\frogrjo01,D,0,1,0,0,2009,28,1,2009,28
Jonas Holos\holosjo01,D,0,1,0,0,2011,23,1,2011,23
Jonas Johansson\johanjo02,RW,0,0,0,1,2006,21,1,2006,21
Jonas Junland\junlajo01,D,0,1,0,0,2009,21,2,2010,22
Jonas Nordqvist\nordqjo01,C,1,0,0,0,2007,24,1,2009,24
Jonathan Cheechoo\cheecjo01,RW,0,0,0,1,2006,25,5,2010,29
Jonathan Drouin\drouijo01,LW,0,0,1,0,2015,19,3,2017,21
